event_type,timestamp,user_id,post_id,story_id,reel_id,ad_id,content_type,category,sub_category,author_id,engagement_time,session_duration,like_duration,view_duration,view_percentage,source,placement,destination,campaign_id,impression_id,creative_type,reason_category,share_type,platform,recipient_count,collection_id,sound_on,position,completion_type,comment_id,comment_type,reply_to_comment_id,text_length,mentioned_users
unlike_post,2025-02-08T11:45:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_927,,,,video,Adventure,Surfing,creator_41,10,,2886,,,feed,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T11:46:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_940,,,,carousel,Movie,Horror,creator_81,4,,4577,,,feed,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T11:47:00Z,550e8400-e29b-41d4-a716-446655440000,post_982,,,,video,Lifestyle,Fashion,creator_3,4,,,,,profile,,,,,,,,,,collection_lifestyle,,,,,,,,
reel_view,2025-02-08T11:49:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_532,,video,Lifestyle,Home,creator_32,10,,,8,51,search,,,,,,,,,,,true,,watched_full,,,,,
bookmark_post,2025-02-08T11:49:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_852,,,,photo,Lifestyle,Wellness,creator_79,3,,,,,profile,,,,,,,,,,collection_lifestyle,,,,,,,,
like_post,2025-02-08T11:50:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_225,,,,video,Sports,Football,creator_70,4,,,,,explore,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T11:51:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_622,,,video,Outdoor,Hiking,creator_5,6,,,13,93,feed,,,,,,,,,,,true,,,,,,,
bookmark_post,2025-02-08T11:51:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_900,,,,photo,Lifestyle,Home,creator_77,3,,,,,profile,,,,,,,,,,collection_lifestyle,,,,,,,,
profile_view,2025-02-08T11:52:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,,photo,Movie,Action,creator_23,3,230,,,,explore,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T11:54:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_115,,video,Food,Healthy,creator_7,2,,,28,97,explore,,,,,,,,,,,false,,watched_full,,,,,
unlike_post,2025-02-08T11:54:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_878,,,,photo,Food,Cooking,creator_92,5,,2577,,,profile,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T11:57:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_729,,,,carousel,Sports,Football,creator_27,3,,,,,search,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T11:58:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_836,,,carousel,Adventure,Climbing,creator_19,3,,,4,59,feed,,,,,,,,,,,true,,,,,,,
reel_view,2025-02-08T11:59:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_32,,video,Lifestyle,Fashion,creator_70,9,,,19,85,search,,,,,,,,,,,true,,watched_full,,,,,
like_post,2025-02-08T12:00:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_298,,,,video,Sports,Football,creator_10,10,,,,,explore,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T12:00:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_645,,,video,Lifestyle,Home,creator_88,10,,,7,63,explore,,,,,,,,,,,true,,,,,,,
story_view,2025-02-08T12:03:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_305,,,photo,Beauty,Makeup,creator_79,7,,,7,92,profile,,,,,,,,,,,true,,,,,,,
unlike_post,2025-02-08T12:03:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_766,,,,video,Food,Healthy,creator_54,4,,4030,,,feed,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T12:04:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_325,,,,carousel,Sports,Basketball,creator_38,3,,,,,feed,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T12:04:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_359,video,Beauty,Fragrance,creator_18,4,,,,,explore,feed,profile,camp_6,imp_359,product_demo,,,,,,,,,,,,,
story_view,2025-02-08T12:04:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_621,,,photo,Adventure,Climbing,creator_37,6,,,15,84,search,,,,,,,,,,,false,,,,,,,
reel_view,2025-02-08T12:05:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_512,,carousel,Food,Desserts,creator_36,6,,,15,33,search,,,,,,,,,,,true,,scrolled_away,,,,,
unlike_post,2025-02-08T12:05:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_540,,,,photo,Beauty,Fragrance,creator_16,8,,5495,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T12:05:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_553,,,,carousel,Beauty,Fragrance,creator_71,6,,,,,search,,,,,,,,,,collection_beauty,,,,,,,,
reel_view,2025-02-08T12:08:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_596,,photo,Lifestyle,Fashion,creator_56,7,,,20,35,profile,,,,,,,,,,,false,,skipped,,,,,
ad_click,2025-02-08T12:09:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_861,photo,Food,Healthy,creator_96,8,,,,,feed,story,shop,camp_10,imp_861,limited_time_offer,,,,,,,,,,,,,
unlike_post,2025-02-08T12:10:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_58,,,,carousel,Lifestyle,Fashion,creator_15,10,,5549,,,feed,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T12:10:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_705,,photo,Adventure,Trekking,creator_52,3,,,10,84,search,,,,,,,,,,,false,,watched_full,,,,,
unlike_post,2025-02-08T12:11:00Z,550e8400-e29b-41d4-a716-446655440000,post_942,,,,carousel,Movie,Drama,creator_38,4,,3688,,,profile,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T12:12:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_507,carousel,Adventure,Trekking,creator_86,8,,,,,explore,story,shop,camp_4,imp_507,product_showcase,,,,,,,,,,,,,
reel_view,2025-02-08T12:12:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_709,,carousel,Lifestyle,Fashion,creator_24,8,,,23,97,search,,,,,,,,,,,true,,watched_full,,,,,
like_post,2025-02-08T12:13:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_765,,,,photo,Movie,Action,creator_93,3,,,,,explore,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T12:14:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_7,,,,video,Lifestyle,Wellness,creator_65,3,,,,,feed,,,,,,,,,,collection_lifestyle,,,,,,,,
reel_view,2025-02-08T12:17:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_208,,video,Sports,Football,creator_11,7,,,7,59,feed,,,,,,,,,,,true,,skipped,,,,,
unlike_post,2025-02-08T12:18:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_511,,,,photo,Sports,Basketball,creator_49,6,,5750,,,explore,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T12:21:00Z,550e8400-e29b-41d4-a716-446655440000,post_101,,,,video,Lifestyle,Home,creator_95,7,,,,,feed,,,,,,,,,,collection_lifestyle,,,,,,,,
bookmark_post,2025-02-08T12:21:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_299,,,,video,Adventure,Skydiving,creator_65,4,,,,,search,,,,,,,,,,collection_adventure,,,,,,,,
story_view,2025-02-08T12:22:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_124,,,photo,Food,Healthy,creator_33,8,,,14,82,search,,,,,,,,,,,false,,,,,,,
like_post,2025-02-08T12:24:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_483,,,,photo,Adventure,Surfing,creator_20,9,,,,,search,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T12:25:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_357,photo,Sports,Football,creator_16,2,,,,,profile,feed,external_link,camp_8,imp_357,brand_story,,,,,,,,,,,,,
like_post,2025-02-08T12:25:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_586,,,,carousel,Food,Desserts,creator_86,3,,,,,profile,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T12:26:00Z,550e8400-e29b-41d4-a716-446655440000,post_634,,,,photo,Beauty,Haircare,creator_12,5,,,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T12:30:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_42,,,carousel,Food,Desserts,creator_81,3,,,14,82,feed,,,,,,,,,,,true,,,,,,,
like_post,2025-02-08T12:33:00Z,550e8400-e29b-41d4-a716-446655440000,post_867,,,,photo,Beauty,Makeup,creator_78,4,,,,,feed,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T12:36:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_574,,,,photo,Movie,Drama,creator_10,7,,4520,,,explore,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T12:36:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_993,,,,photo,Sports,Football,creator_87,4,,,,,search,,,,,,,,,,collection_sports,,,,,,,,
like_post,2025-02-08T12:39:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_989,,,,photo,Sports,Tennis,creator_23,3,,,,,search,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T12:40:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_0,photo,Food,Desserts,creator_80,4,,,,,explore,explore,profile,camp_6,imp_0,brand_story,,,,,,,,,,,,,
bookmark_post,2025-02-08T12:43:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_712,,,,carousel,Adventure,Surfing,creator_62,5,,,,,feed,,,,,,,,,,collection_adventure,,,,,,,,
like_post,2025-02-08T12:43:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_986,,,,carousel,Outdoor,Camping,creator_89,9,,,,,search,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T12:44:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,carousel,Lifestyle,Wellness,creator_40,8,46,,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T12:45:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_288,,,,carousel,Sports,Tennis,creator_57,10,,,,,feed,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T12:46:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_27,,video,Outdoor,Hiking,creator_94,9,,,6,99,profile,,,,,,,,,,,false,,skipped,,,,,
ad_click,2025-02-08T12:47:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_503,video,Beauty,Fragrance,creator_53,5,,,,,feed,story,external_link,camp_8,imp_503,influencer_collab,,,,,,,,,,,,,
profile_view,2025-02-08T12:48:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,video,Food,Restaurant,creator_73,3,171,,,,profile,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T12:49:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,,photo,Lifestyle,Travel,creator_11,9,123,,,,search,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T12:50:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_842,,video,Sports,Cricket,creator_9,8,,,14,77,feed,,,,,,,,,,,false,,skipped,,,,,
story_view,2025-02-08T12:51:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_198,,,carousel,Lifestyle,Wellness,creator_31,9,,,12,98,feed,,,,,,,,,,,false,,,,,,,
ad_click,2025-02-08T12:51:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_349,photo,Outdoor,Swimming,creator_73,3,,,,,feed,story,profile,camp_6,imp_349,brand_story,,,,,,,,,,,,,
story_view,2025-02-08T12:51:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_499,,,video,Sports,Tennis,creator_31,5,,,3,100,search,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T12:52:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_68,photo,Lifestyle,Home,creator_63,3,,,,,search,explore,profile,camp_7,imp_68,influencer_collab,,,,,,,,,,,,,
reel_view,2025-02-08T12:52:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_590,,video,Food,Healthy,creator_49,3,,,25,94,search,,,,,,,,,,,false,,skipped,,,,,
story_view,2025-02-08T12:52:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_656,,,video,Sports,Basketball,creator_67,4,,,12,95,search,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T12:53:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_545,carousel,Lifestyle,Fashion,creator_14,9,,,,,feed,explore,profile,camp_5,imp_545,product_demo,,,,,,,,,,,,,
bookmark_post,2025-02-08T12:54:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_711,,,,video,Sports,Football,creator_20,10,,,,,search,,,,,,,,,,collection_sports,,,,,,,,
bookmark_post,2025-02-08T12:56:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_976,,,,photo,Sports,Basketball,creator_70,4,,,,,explore,,,,,,,,,,collection_sports,,,,,,,,
unlike_post,2025-02-08T12:57:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_120,,,,video,Adventure,Surfing,creator_32,8,,5615,,,search,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T12:57:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_137,,photo,Sports,Tennis,creator_5,7,,,5,30,feed,,,,,,,,,,,true,,watched_full,,,,,
story_view,2025-02-08T12:57:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_297,,,carousel,Outdoor,Cycling,creator_79,4,,,3,64,search,,,,,,,,,,,true,,,,,,,
reel_view,2025-02-08T12:58:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_16,,photo,Beauty,Haircare,creator_95,6,,,21,42,search,,,,,,,,,,,false,,skipped,,,,,
reel_view,2025-02-08T12:58:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_381,,photo,Food,Desserts,creator_37,5,,,21,48,feed,,,,,,,,,,,true,,watched_full,,,,,
ad_click,2025-02-08T12:58:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_408,video,Beauty,Skincare,creator_84,3,,,,,profile,feed,profile,camp_10,imp_408,product_demo,,,,,,,,,,,,,
unlike_post,2025-02-08T12:59:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_905,,,,photo,Sports,Basketball,creator_67,3,,2932,,,explore,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T13:00:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,video,Beauty,Fragrance,creator_62,2,260,,,,feed,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T13:02:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_59,video,Adventure,Skydiving,creator_76,2,,,,,explore,feed,external_link,camp_6,imp_59,influencer_collab,,,,,,,,,,,,,
ad_click,2025-02-08T13:04:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_50,carousel,Beauty,Makeup,creator_7,3,,,,,feed,explore,profile,camp_5,imp_50,influencer_collab,,,,,,,,,,,,,
bookmark_post,2025-02-08T13:04:00Z,550e8400-e29b-41d4-a716-446655440000,post_88,,,,photo,Beauty,Makeup,creator_47,10,,,,,feed,,,,,,,,,,collection_beauty,,,,,,,,
reel_view,2025-02-08T13:05:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_127,,photo,Lifestyle,Travel,creator_73,6,,,27,80,explore,,,,,,,,,,,true,,watched_full,,,,,
bookmark_post,2025-02-08T13:05:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_365,,,,photo,Food,Restaurant,creator_64,4,,,,,search,,,,,,,,,,collection_food,,,,,,,,
like_post,2025-02-08T13:05:00Z,550e8400-e29b-41d4-a716-446655440000,post_909,,,,photo,Food,Cooking,creator_47,4,,,,,explore,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T13:05:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_938,,carousel,Food,Desserts,creator_55,10,,,23,68,search,,,,,,,,,,,true,,skipped,,,,,
unlike_post,2025-02-08T13:06:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_554,,,,carousel,Adventure,Climbing,creator_46,5,,3191,,,profile,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T13:07:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_569,carousel,Beauty,Skincare,creator_73,9,,,,,search,feed,shop,camp_8,imp_569,product_demo,,,,,,,,,,,,,
unlike_post,2025-02-08T13:07:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_801,,,,photo,Food,Desserts,creator_79,10,,3338,,,explore,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T13:07:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_859,,,,video,Beauty,Fragrance,creator_63,3,,4211,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T13:08:00Z,550e8400-e29b-41d4-a716-446655440000,,story_142,,,video,Food,Desserts,creator_100,8,,,3,87,search,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T13:09:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_249,photo,Lifestyle,Wellness,creator_23,8,,,,,feed,explore,shop,camp_8,imp_249,product_demo,,,,,,,,,,,,,
story_view,2025-02-08T13:09:00Z,550e8400-e29b-41d4-a716-446655440000,,story_515,,,carousel,Beauty,Skincare,creator_18,6,,,14,59,profile,,,,,,,,,,,false,,,,,,,
profile_view,2025-02-08T13:12:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,photo,Adventure,Trekking,creator_63,6,229,,,,profile,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T13:12:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_467,video,Lifestyle,Travel,creator_33,4,,,,,feed,feed,shop,camp_1,imp_467,brand_story,,,,,,,,,,,,,
unlike_post,2025-02-08T13:14:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_431,,,,video,Food,Desserts,creator_7,9,,922,,,explore,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T13:14:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_433,,video,Movie,Action,creator_4,7,,,28,51,search,,,,,,,,,,,false,,watched_full,,,,,
profile_view,2025-02-08T13:14:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,photo,Sports,Basketball,creator_90,7,101,,,,search,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T13:15:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_960,,,photo,Adventure,Climbing,creator_100,5,,,4,59,profile,,,,,,,,,,,true,,,,,,,
like_post,2025-02-08T13:16:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_979,,,,carousel,Adventure,Skydiving,creator_20,2,,,,,search,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T13:17:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,,video,Lifestyle,Home,creator_75,4,50,,,,profile,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T13:18:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,,photo,Lifestyle,Home,creator_57,7,276,,,,profile,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T13:19:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_792,,,,video,Beauty,Haircare,creator_32,4,,2162,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T13:20:00Z,550e8400-e29b-41d4-a716-446655440000,post_931,,,,carousel,Movie,Drama,creator_32,2,,,,,search,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T13:22:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_202,carousel,Food,Desserts,creator_2,7,,,,,profile,story,shop,camp_8,imp_202,product_demo,,,,,,,,,,,,,
unlike_post,2025-02-08T13:23:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_914,,,,video,Movie,Drama,creator_5,2,,3731,,,profile,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T13:24:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_860,carousel,Lifestyle,Travel,creator_86,5,,,,,profile,feed,profile,camp_1,imp_860,limited_time_offer,,,,,,,,,,,,,
bookmark_post,2025-02-08T13:24:00Z,550e8400-e29b-41d4-a716-446655440000,post_951,,,,video,Movie,Drama,creator_24,8,,,,,explore,,,,,,,,,,collection_movie,,,,,,,,
profile_view,2025-02-08T13:26:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,,carousel,Food,Healthy,creator_54,6,133,,,,profile,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T13:27:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_274,,photo,Movie,Drama,creator_52,3,,,23,76,feed,,,,,,,,,,,true,,skipped,,,,,
reel_view,2025-02-08T13:27:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_465,,photo,Movie,Horror,creator_46,7,,,24,87,search,,,,,,,,,,,false,,skipped,,,,,
profile_view,2025-02-08T13:28:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,video,Food,Desserts,creator_22,5,251,,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T13:28:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_957,,,carousel,Sports,Cricket,creator_1,2,,,9,94,feed,,,,,,,,,,,false,,,,,,,
ad_click,2025-02-08T13:29:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_445,carousel,Sports,Tennis,creator_91,9,,,,,search,story,shop,camp_2,imp_445,brand_story,,,,,,,,,,,,,
bookmark_post,2025-02-08T13:30:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_193,,,,carousel,Adventure,Surfing,creator_1,5,,,,,feed,,,,,,,,,,collection_adventure,,,,,,,,
unlike_post,2025-02-08T13:30:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_360,,,,photo,Outdoor,Camping,creator_23,7,,4011,,,search,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T13:31:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,photo,Outdoor,Cycling,creator_60,5,262,,,,search,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T13:32:00Z,550e8400-e29b-41d4-a716-446655440000,post_235,,,,video,Food,Cooking,creator_30,10,,,,,explore,,,,,,,,,,collection_food,,,,,,,,
reel_view,2025-02-08T13:32:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_484,,video,Adventure,Skydiving,creator_40,8,,,16,51,explore,,,,,,,,,,,true,,watched_full,,,,,
like_post,2025-02-08T13:32:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_607,,,,carousel,Sports,Basketball,creator_89,9,,,,,explore,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T13:34:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_323,video,Sports,Tennis,creator_70,4,,,,,explore,story,external_link,camp_7,imp_323,limited_time_offer,,,,,,,,,,,,,
bookmark_post,2025-02-08T13:35:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_509,,,,video,Lifestyle,Travel,creator_34,7,,,,,explore,,,,,,,,,,collection_lifestyle,,,,,,,,
profile_view,2025-02-08T13:35:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,carousel,Sports,Cricket,creator_21,10,299,,,,profile,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T13:36:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_618,,video,Sports,Tennis,creator_40,6,,,30,31,feed,,,,,,,,,,,false,,watched_full,,,,,
reel_view,2025-02-08T13:38:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_332,,carousel,Lifestyle,Travel,creator_13,10,,,11,78,feed,,,,,,,,,,,false,,scrolled_away,,,,,
reel_view,2025-02-08T13:39:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_62,,video,Outdoor,Swimming,creator_12,4,,,17,94,profile,,,,,,,,,,,false,,skipped,,,,,
reel_view,2025-02-08T13:39:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_103,,carousel,Sports,Tennis,creator_55,6,,,17,48,feed,,,,,,,,,,,true,,scrolled_away,,,,,
unlike_post,2025-02-08T13:39:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_283,,,,video,Sports,Tennis,creator_81,3,,2598,,,feed,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T13:42:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_344,photo,Beauty,Skincare,creator_97,3,,,,,profile,story,shop,camp_9,imp_344,influencer_collab,,,,,,,,,,,,,
ad_click,2025-02-08T13:48:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_819,photo,Lifestyle,Fashion,creator_63,5,,,,,profile,story,shop,camp_1,imp_819,brand_story,,,,,,,,,,,,,
reel_view,2025-02-08T13:52:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_823,,video,Food,Healthy,creator_94,8,,,29,54,profile,,,,,,,,,,,false,,scrolled_away,,,,,
like_post,2025-02-08T13:53:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_648,,,,carousel,Beauty,Makeup,creator_42,6,,,,,profile,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T13:53:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,video,Adventure,Skydiving,creator_55,4,281,,,,feed,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T13:54:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,video,Lifestyle,Travel,creator_83,7,291,,,,search,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T13:54:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_301,,photo,Beauty,Haircare,creator_23,10,,,26,43,feed,,,,,,,,,,,true,,watched_full,,,,,
profile_view,2025-02-08T13:54:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,,video,Food,Restaurant,creator_25,10,105,,,,explore,,,,,,,,,,,,,,,,,,
