event_type,timestamp,userId,pageType,slug,productId,skuId,quantity,source,category,subcategory,search_term,results_count
pdp_page_view,2025-02-08T13:41:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,dresses,prod_9577,,,direct,Fashion,Casual,,
pdp_page_view,2025-02-08T13:43:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,yoga-pants,prod_6394,,,google_ad,Wellness,Wellness_Wearables,,
plp_page_view,2025-02-08T13:46:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,sports-bottle,,,,,Sports,Accessories,,
search_page_view,2025-02-08T13:47:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,search,,,,,,,,sarees,17
pdp_page_view,2025-02-08T13:48:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,shorts,prod_3194,,,website_nav,Sports,Apparel,,
pdp_page_view,2025-02-08T13:50:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,exercise-bike,prod_5446,,,google_ad,Fitness,Equipment,,
home_page_view,2025-02-08T13:50:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
home_page_view,2025-02-08T13:50:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
plp_page_view,2025-02-08T13:53:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,running-shoes,,,,,Sports,Footwear,,
pdp_page_view,2025-02-08T13:54:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,body-mist,prod_9441,,,instagram_ad,Beauty,Fragrance,,
pdp_page_view,2025-02-08T13:57:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,tent,prod_5243,,,google_ad,Adventure,Adventure_Equipment,,
add_to_cart,2025-02-08T13:58:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_7496,prod_7496_sku_606,2,google_ad,Sports,Footwear,,
pdp_page_view,2025-02-08T13:58:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,protection-guard,prod_6999,,,social_media,Adventure,Adventure_Wearables,,
pdp_page_view,2025-02-08T13:59:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,treadmill,prod_8101,,,direct,Fitness,Equipment,,
checkout_initiated_item_level,2025-02-08T14:01:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_7991,prod_7991_sku_950,2,website_nav,Wellness,Wellness_Wearables,,
search_page_view,2025-02-08T14:02:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,umbrella,11
home_page_view,2025-02-08T14:06:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
search_page_view,2025-02-08T14:09:00Z,550e8400-e29b-41d4-a716-446655440000,search,,,,,,,,lehengas,7
pdp_page_view,2025-02-08T14:10:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,stretch-bands,prod_6805,,,facebook_ad,Wellness,Wellness_Equipment,,
pdp_page_view,2025-02-08T14:10:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,mascara,prod_3362,,,direct,Beauty,Makeup,,
add_to_cart,2025-02-08T14:12:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_5195,prod_5195_sku_476,1,website_nav,Sports,Accessories,,
plp_page_view,2025-02-08T14:12:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,yoga-pants,,,,,Wellness,Wellness_Wearables,,
plp_page_view,2025-02-08T14:12:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,face-wash,,,,,Beauty,Skincare,,
remove_from_wishlist,2025-02-08T14:12:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_6561,prod_6561_sku_364,2,website_nav,Beauty,Makeup,,
home_page_view,2025-02-08T14:13:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
pdp_page_view,2025-02-08T14:13:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,shampoo,prod_1529,,,direct,Beauty,Haircare,,
plp_page_view,2025-02-08T14:14:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,protection-guard,,,,,Adventure,Adventure_Wearables,,
pdp_page_view,2025-02-08T14:15:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,perfume,prod_4810,,,google_ad,Beauty,Fragrance,,
add_to_wishlist,2025-02-08T14:15:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_2326,prod_2326_sku_576,1,direct,Wellness,Wellness_Equipment,,
search_page_view,2025-02-08T14:15:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,search,,,,,,,,t-shirts,24
home_page_view,2025-02-08T14:16:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
search_page_view,2025-02-08T14:16:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,sports-bra,38
remove_from_wishlist,2025-02-08T14:18:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_9947,prod_9947_sku_798,2,email,Sports,Equipment,,
home_page_view,2025-02-08T14:19:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
home_page_view,2025-02-08T14:19:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
add_to_cart,2025-02-08T14:21:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_1905,prod_1905_sku_916,1,direct,Sports,Equipment,,
checkout_initiated_item_level,2025-02-08T14:23:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_7039,prod_7039_sku_376,1,direct,Wellness,Wellness_Equipment,,
search_page_view,2025-02-08T14:23:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,search,,,,,,,,training-shoes,7
pdp_page_view,2025-02-08T14:23:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,shorts,prod_7393,,,instagram_ad,Sports,Apparel,,
plp_page_view,2025-02-08T14:24:00Z,550e8400-e29b-41d4-a716-446655440000,plp,bench,,,,,Fitness,Equipment,,
plp_page_view,2025-02-08T14:24:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,trousers,,,,,Fashion,Formal,,
share_product_click,2025-02-08T14:24:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_6733,prod_6733_sku_221,3,google_ad,Fashion,Formal,,
plp_page_view,2025-02-08T14:25:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,yoga-mat,,,,,Wellness,Wellness_Equipment,,
plp_page_view,2025-02-08T14:25:00Z,550e8400-e29b-41d4-a716-446655440000,plp,perfume,,,,,Beauty,Fragrance,,
home_page_view,2025-02-08T14:26:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
checkout_initiated_item_level,2025-02-08T14:26:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_6207,prod_6207_sku_661,1,instagram_ad,Fashion,Formal,,
pdp_page_view,2025-02-08T14:27:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,hunting-gun,prod_5474,,,social_media,Adventure,Adventure_sports,,
pdp_page_view,2025-02-08T14:27:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,fitness-tracker,prod_2310,,,facebook_ad,Fitness,Wearables,,
pdp_page_view,2025-02-08T14:29:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,belts,prod_1121,,,direct,Fashion,Accessories,,
pdp_page_view,2025-02-08T14:34:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,trousers,prod_2154,,,direct,Fashion,Formal,,
pdp_page_view,2025-02-08T14:34:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,perfume,prod_5827,,,instagram_ad,Beauty,Fragrance,,
remove_from_cart,2025-02-08T14:35:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_2698,prod_2698_sku_603,1,google_ad,Adventure,Adventure_Equipment,,
plp_page_view,2025-02-08T14:37:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,stretch-bands,,,,,Wellness,Wellness_Equipment,,
pdp_page_view,2025-02-08T14:39:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,weights,prod_5498,,,direct,Fitness,Equipment,,
add_to_cart,2025-02-08T14:40:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_6876,prod_6876_sku_870,3,instagram_ad,Fashion,Casual,,
add_to_cart,2025-02-08T14:40:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_3469,prod_3469_sku_287,3,website_nav,Wellness,Wellness_Wearables,,
home_page_view,2025-02-08T14:40:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
home_page_view,2025-02-08T14:41:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
share_product_click,2025-02-08T14:43:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_2587,prod_2587_sku_510,1,instagram_ad,Beauty,Fragrance,,
add_to_cart,2025-02-08T14:43:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_9670,prod_9670_sku_361,2,instagram_ad,Wellness,Wellness_Wearables,,
checkout_complete_item_level,2025-02-08T14:43:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_3130,prod_3130_sku_132,1,direct,Adventure,Adventure_sports,,
home_page_view,2025-02-08T14:44:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
pdp_page_view,2025-02-08T14:46:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,protection-guard,prod_6569,,,social_media,Adventure,Adventure_Wearables,,
pdp_page_view,2025-02-08T14:46:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,rock-climbing-boots,prod_8256,,,website_nav,Adventure,Adventure_sports,,
add_to_cart,2025-02-08T14:46:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_9792,prod_9792_sku_599,2,direct,Fashion,Casual,,
checkout_initiated_item_level,2025-02-08T14:47:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_8179,prod_8179_sku_333,2,facebook_ad,Fashion,Formal,,
pdp_page_view,2025-02-08T14:47:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,sports-bra,prod_4690,,,facebook_ad,Wellness,Wellness_Wearables,,
plp_page_view,2025-02-08T14:49:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,sports-sandals,,,,,Sports,Footwear,,
checkout_complete_item_level,2025-02-08T14:50:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_6662,prod_6662_sku_239,1,facebook_ad,Fashion,Accessories,,
checkout_complete_item_level,2025-02-08T14:51:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_8800,prod_8800_sku_464,3,instagram_ad,Fashion,Casual,,
plp_page_view,2025-02-08T14:53:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,energy-drinks,,,,,Fitness,Supplements,,
pdp_page_view,2025-02-08T14:54:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,shampoo,prod_5636,,,email,Beauty,Haircare,,
home_page_view,2025-02-08T14:55:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
pdp_page_view,2025-02-08T14:57:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,sports-sandals,prod_9448,,,instagram_ad,Sports,Footwear,,
add_to_wishlist,2025-02-08T14:58:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_6887,prod_6887_sku_169,3,social_media,Fitness,Wearables,,
checkout_initiated_item_level,2025-02-08T14:58:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_2741,prod_2741_sku_937,3,website_nav,Beauty,Haircare,,
search_page_view,2025-02-08T14:58:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,skiing-trunks,19
share_product_click,2025-02-08T14:59:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_4037,prod_4037_sku_993,1,social_media,Beauty,Haircare,,
home_page_view,2025-02-08T15:00:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
pdp_page_view,2025-02-08T15:03:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,hair-oil,prod_5674,,,social_media,Beauty,Haircare,,
remove_from_cart,2025-02-08T15:03:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_3460,prod_3460_sku_790,3,google_ad,Wellness,Wellness_Wearables,,
plp_page_view,2025-02-08T15:03:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,hair-oil,,,,,Beauty,Haircare,,
home_page_view,2025-02-08T15:05:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
plp_page_view,2025-02-08T15:06:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,t-shirts,,,,,Fashion,Casual,,
pdp_page_view,2025-02-08T15:06:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,lehengas,prod_3030,,,direct,Fashion,Ethnic,,
remove_from_cart,2025-02-08T15:07:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_2242,prod_2242_sku_355,1,website_nav,Fashion,Formal,,
plp_page_view,2025-02-08T15:08:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,yoga-mat,,,,,Wellness,Wellness_Equipment,,
plp_page_view,2025-02-08T15:08:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,strong-sunscreen,,,,,Adventure,Adventure_sports,,
search_page_view,2025-02-08T15:09:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,bags,49
home_page_view,2025-02-08T15:09:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
plp_page_view,2025-02-08T15:10:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,face-wash,,,,,Beauty,Skincare,,
add_to_cart,2025-02-08T15:11:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_2785,prod_2785_sku_305,1,website_nav,Beauty,Makeup,,
search_page_view,2025-02-08T15:13:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,hair-mask,23
add_to_cart,2025-02-08T15:13:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_3185,prod_3185_sku_455,2,social_media,Wellness,Wellness_Equipment,,
pdp_page_view,2025-02-08T15:15:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,perfume,prod_2263,,,facebook_ad,Beauty,Fragrance,,
remove_from_cart,2025-02-08T15:15:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_9058,prod_9058_sku_857,1,instagram_ad,Fitness,Equipment,,
add_to_wishlist,2025-02-08T15:17:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_9771,prod_9771_sku_296,2,direct,Beauty,Haircare,,
plp_page_view,2025-02-08T15:17:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,shampoo,,,,,Beauty,Haircare,,
plp_page_view,2025-02-08T15:17:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,conditioner,,,,,Beauty,Haircare,,
home_page_view,2025-02-08T15:19:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
plp_page_view,2025-02-08T15:22:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,sarees,,,,,Fashion,Ethnic,,
search_page_view,2025-02-08T15:24:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,parachute,43
checkout_initiated_item_level,2025-02-08T15:24:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_2493,prod_2493_sku_196,1,social_media,Beauty,Haircare,,
plp_page_view,2025-02-08T15:24:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,yoga-pants,,,,,Wellness,Wellness_Wearables,,
plp_page_view,2025-02-08T15:26:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,sports-bra,,,,,Wellness,Wellness_Wearables,,
plp_page_view,2025-02-08T15:26:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,cricket-bat,,,,,Sports,Equipment,,
pdp_page_view,2025-02-08T15:28:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,face-wash,prod_3999,,,website_nav,Beauty,Skincare,,
plp_page_view,2025-02-08T15:29:00Z,550e8400-e29b-41d4-a716-446655440000,plp,protein-powder,,,,,Fitness,Supplements,,
checkout_initiated_item_level,2025-02-08T15:29:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_2718,prod_2718_sku_537,3,google_ad,Wellness,Wellness_Equipment,,
remove_from_cart,2025-02-08T15:31:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_8310,prod_8310_sku_111,2,social_media,Fashion,Casual,,
pdp_page_view,2025-02-08T15:32:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,lipstick,prod_7575,,,google_ad,Beauty,Makeup,,
add_to_wishlist,2025-02-08T15:33:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_7367,prod_7367_sku_286,1,email,Adventure,Adventure_Wearables,,
plp_page_view,2025-02-08T15:34:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,body-mist,,,,,Beauty,Fragrance,,
search_page_view,2025-02-08T15:34:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,shorts,30
pdp_page_view,2025-02-08T15:35:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,t-shirts,prod_3624,,,email,Fashion,Casual,,
home_page_view,2025-02-08T15:35:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
search_page_view,2025-02-08T15:36:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,search,,,,,,,,shorts,49
plp_page_view,2025-02-08T15:38:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,weights,,,,,Fitness,Equipment,,
remove_from_wishlist,2025-02-08T15:42:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_3124,prod_3124_sku_896,2,direct,Sports,Equipment,,
plp_page_view,2025-02-08T15:44:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,shirts,,,,,Fashion,Formal,,
add_to_cart,2025-02-08T15:45:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_4501,prod_4501_sku_137,3,website_nav,Fashion,Casual,,
share_product_click,2025-02-08T15:45:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_3214,prod_3214_sku_566,2,website_nav,Beauty,Fragrance,,
home_page_view,2025-02-08T15:45:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
plp_page_view,2025-02-08T15:47:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,heart-rate-monitor,,,,,Fitness,Wearables,,
plp_page_view,2025-02-08T15:48:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,sports-sandals,,,,,Sports,Footwear,,
search_page_view,2025-02-08T15:48:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,search,,,,,,,,protein-powder,35
plp_page_view,2025-02-08T15:49:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,face-serum,,,,,Beauty,Skincare,,
home_page_view,2025-02-08T15:51:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
checkout_initiated_item_level,2025-02-08T15:52:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_5640,prod_5640_sku_791,2,social_media,Beauty,Makeup,,
remove_from_cart,2025-02-08T15:53:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_5178,prod_5178_sku_421,1,email,Beauty,Haircare,,
home_page_view,2025-02-08T15:54:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
checkout_initiated_item_level,2025-02-08T15:54:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_6756,prod_6756_sku_809,3,email,Fashion,Formal,,
home_page_view,2025-02-08T15:55:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
add_to_cart,2025-02-08T15:55:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_7174,prod_7174_sku_356,3,social_media,Fitness,Supplements,,
pdp_page_view,2025-02-08T15:55:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,blazers,prod_6041,,,google_ad,Fashion,Formal,,
remove_from_wishlist,2025-02-08T16:00:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_3276,prod_3276_sku_136,1,social_media,Fitness,Wearables,,
share_product_click,2025-02-08T16:01:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_2983,prod_2983_sku_804,2,email,Fashion,Casual,,
remove_from_wishlist,2025-02-08T16:02:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_6046,prod_6046_sku_752,3,website_nav,Wellness,Wellness_Wearables,,
add_to_cart,2025-02-08T16:04:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_2830,prod_2830_sku_100,1,website_nav,Wellness,Wellness_Wearables,,
add_to_wishlist,2025-02-08T16:04:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_6655,prod_6655_sku_107,2,social_media,Beauty,Haircare,,
home_page_view,2025-02-08T16:04:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
home_page_view,2025-02-08T16:05:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
plp_page_view,2025-02-08T16:06:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,mask,,,,,Adventure,Adventure_Wearables,,
add_to_cart,2025-02-08T16:08:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_1985,prod_1985_sku_515,3,direct,Beauty,Fragrance,,
plp_page_view,2025-02-08T16:08:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,moisturizer,,,,,Beauty,Skincare,,
remove_from_wishlist,2025-02-08T16:08:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_7790,prod_7790_sku_739,3,email,Fashion,Ethnic,,
add_to_wishlist,2025-02-08T16:08:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_9180,prod_9180_sku_944,2,google_ad,Fitness,Supplements,,
add_to_wishlist,2025-02-08T16:09:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_2231,prod_2231_sku_657,2,social_media,Fitness,Wearables,,
plp_page_view,2025-02-08T16:09:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,rope,,,,,Adventure,Adventure_Equipment,,
home_page_view,2025-02-08T16:09:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
pdp_page_view,2025-02-08T16:09:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,lipstick,prod_3982,,,facebook_ad,Beauty,Makeup,,
search_page_view,2025-02-08T16:10:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,scarves,48
home_page_view,2025-02-08T16:11:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
home_page_view,2025-02-08T16:12:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
checkout_initiated_item_level,2025-02-08T16:12:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_7370,prod_7370_sku_730,1,email,Beauty,Fragrance,,
home_page_view,2025-02-08T16:14:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
pdp_page_view,2025-02-08T16:14:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,body-mist,prod_2528,,,google_ad,Beauty,Fragrance,,
pdp_page_view,2025-02-08T16:15:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,torch,prod_7226,,,instagram_ad,Adventure,Adventure_Equipment,,
pdp_page_view,2025-02-08T16:17:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,running-shoes,prod_7730,,,google_ad,Sports,Footwear,,
pdp_page_view,2025-02-08T16:20:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,torch,prod_8402,,,direct,Adventure,Adventure_Equipment,,
plp_page_view,2025-02-08T16:20:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,protein-powder,,,,,Fitness,Supplements,,
home_page_view,2025-02-08T16:20:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
add_to_wishlist,2025-02-08T16:22:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_4024,prod_4024_sku_771,3,google_ad,Wellness,Wellness_Equipment,,
search_page_view,2025-02-08T16:23:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,face-wash,38
add_to_wishlist,2025-02-08T16:24:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_8333,prod_8333_sku_465,1,facebook_ad,Wellness,Wellness_Wearables,,
home_page_view,2025-02-08T16:24:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
checkout_initiated_item_level,2025-02-08T16:25:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_8541,prod_8541_sku_826,1,direct,Fitness,Supplements,,
home_page_view,2025-02-08T16:25:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
search_page_view,2025-02-08T16:27:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,strong-sunscreen,44
add_to_wishlist,2025-02-08T16:30:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_5261,prod_5261_sku_361,1,google_ad,Beauty,Makeup,,
plp_page_view,2025-02-08T16:30:00Z,550e8400-e29b-41d4-a716-446655440000,plp,shorts,,,,,Fashion,Casual,,
plp_page_view,2025-02-08T16:31:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,sports-bra,,,,,Wellness,Wellness_Wearables,,
add_to_cart,2025-02-08T16:31:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_8900,prod_8900_sku_930,2,email,Sports,Apparel,,
home_page_view,2025-02-08T16:32:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
